,open,high,low,close
2026-07-02 00:00:00,4035.3250000000003,4036.62,4032.275,4032.4799999999996
2026-07-02 00:01:00,4032.5099999999998,4034.1049999999996,4031.9900000000002,4033.2700000000004
2026-07-02 00:02:00,4033.53,4035.6849999999995,4032.5199999999995,4035.3849999999993
2026-07-02 00:03:00,4035.355,4035.355,4030.865,4030.9049999999997
2026-07-02 00:04:00,4030.93,4034.1750000000006,4030.93,4032.985
2026-07-02 00:05:00,4033.0150000000003,4036.1600000000003,4032.3149999999996,4036.1600000000003
2026-07-02 00:06:00,4036.13,4040.415,4036.13,4037.0649999999996
2026-07-02 00:07:00,4037.0850000000005,4039.7400000000007,4036.92,4038.5550000000003
2026-07-02 00:08:00,4038.545,4039.965,4038.2599999999998,4039.3550000000005
2026-07-02 00:09:00,4039.135,4040.175,4037.9599999999996,4039.09
2026-07-02 00:10:00,4039.0950000000003,4042.5750000000003,4038.7050000000004,4042.5249999999996
2026-07-02 00:11:00,4042.5849999999996,4042.9249999999997,4041.5099999999993,4041.93
2026-07-02 00:12:00,4041.89,4046.11,4040.9950000000003,4043.2450000000003
2026-07-02 00:13:00,4043.28,4043.81,4042.0249999999996,4043.67
2026-07-02 00:14:00,4043.69,4045.04,4043.08,4044.8949999999995
2026-07-02 00:15:00,4044.8250000000003,4044.8450000000003,4042.835,4043.2650000000003
2026-07-02 00:16:00,4043.235,4044.8900000000003,4042.95,4044.8599999999997
2026-07-02 00:17:00,4044.8250000000003,4045.295,4043.815,4045.205
2026-07-02 00:18:00,4045.175,4045.7099999999996,4043.905,4043.9500000000003
2026-07-02 00:19:00,4043.9949999999994,4043.9949999999994,4040.2549999999997,4040.9300000000003
2026-07-02 00:20:00,4040.9900000000002,4042.23,4040.82,4042.21
2026-07-02 00:21:00,4042.19,4042.87,4041.5999999999995,4042.6749999999997
2026-07-02 00:22:00,4042.6400000000003,4044.41,4042.075,4044.285
2026-07-02 00:23:00,4044.1649999999995,4045.4800000000005,4043.6,4043.605
2026-07-02 00:24:00,4043.63,4046.815,4043.63,4046.7349999999997
2026-07-02 00:25:00,4046.66,4048.6050000000005,4046.2500000000005,4047.0150000000003
2026-07-02 00:26:00,4047.035,4047.135,4044.8449999999993,4045.9450000000006
2026-07-02 00:27:00,4045.895,4046.065,4044.8350000000005,4044.9550000000004
2026-07-02 00:28:00,4044.9150000000004,4045.8849999999998,4044.0349999999994,4045.285
2026-07-02 00:29:00,4045.2650000000003,4046.5850000000005,4044.715,4046.5850000000005
2026-07-02 00:30:00,4046.595,4046.8149999999996,4044.5,4044.6799999999994
2026-07-02 00:31:00,4044.7400000000002,4044.9399999999996,4043.1399999999994,4043.6
2026-07-02 00:32:00,4043.62,4043.75,4042.27,4043.75
2026-07-02 00:33:00,4043.4799999999996,4045.7549999999997,4043.1600000000003,4045.375
2026-07-02 00:34:00,4045.4,4046.12,4044.78,4044.8799999999997
2026-07-02 00:35:00,4044.9100000000003,4045.4900000000002,4043.91,4044.605
2026-07-02 00:36:00,4044.58,4046.4399999999996,4044.58,4045.0050000000006
2026-07-02 00:37:00,4044.885,4044.9349999999995,4043.2749999999996,4043.565
2026-07-02 00:38:00,4043.605,4044.4,4043.28,4043.6800000000003
2026-07-02 00:39:00,4043.6499999999996,4043.715,4042.6500000000005,4043.2850000000003
2026-07-02 00:40:00,4043.3149999999996,4043.3149999999996,4041.44,4041.625
2026-07-02 00:41:00,4041.825,4041.91,4039.985,4040.5950000000003
2026-07-02 00:42:00,4040.575,4041.1950000000006,4038.3,4038.32
2026-07-02 00:43:00,4038.35,4040.065,4038.015,4039.9649999999992
2026-07-02 00:44:00,4039.935,4040.5649999999996,4038.7150000000006,4039.3650000000002
2026-07-02 00:45:00,4039.385,4041.975,4039.3650000000002,4041.6349999999993
2026-07-02 00:46:00,4041.5999999999995,4044.285,4041.5350000000003,4044.135
2026-07-02 00:47:00,4044.1050000000005,4046.3,4044.1050000000005,4045.24
2026-07-02 00:48:00,4045.29,4046.055,4044.63,4045.6150000000002
2026-07-02 00:49:00,4045.7049999999995,4052.805,4045.6450000000004,4050.835
2026-07-02 00:50:00,4050.775,4051.8,4049.845,4050.26
2026-07-02 00:51:00,4050.4149999999995,4052.27,4049.72,4051.41
2026-07-02 00:52:00,4051.42,4051.8249999999994,4049.31,4051.57
2026-07-02 00:53:00,4051.55,4052.53,4051.1049999999996,4051.2
2026-07-02 00:54:00,4051.1650000000004,4051.2300000000005,4049.97,4051.0599999999995
2026-07-02 00:55:00,4050.96,4051.1699999999996,4048.975,4050.6100000000006
2026-07-02 00:56:00,4050.58,4050.92,4049.7599999999998,4050.4399999999996
2026-07-02 00:57:00,4050.4149999999995,4051.39,4049.6299999999997,4051.2050000000004
2026-07-02 00:58:00,4051.2250000000004,4051.455,4049.89,4050.1850000000004
2026-07-02 00:59:00,4050.1800000000003,4052.16,4049.66,4051.88
2026-07-02 01:00:00,4051.795,4061.725,4050.7599999999998,4061.725
2026-07-02 01:01:00,4061.69,4063.36,4057.4300000000003,4063.32
2026-07-02 01:02:00,4063.2599999999998,4068.6499999999996,4061.9950000000003,4066.9449999999997
2026-07-02 01:03:00,4066.8750000000005,4067.1800000000003,4064.4300000000003,4066.565
2026-07-02 01:04:00,4066.5499999999993,4066.57,4062.375,4065.1699999999996
2026-07-02 01:05:00,4065.0949999999993,4066.265,4063.0899999999997,4063.1349999999998
2026-07-02 01:06:00,4063.14,4064.6349999999998,4062.0850000000005,4064.4350000000004
2026-07-02 01:07:00,4064.4549999999995,4064.6299999999997,4061.59,4062.0900000000006
2026-07-02 01:08:00,4061.905,4065.705,4060.99,4065.63
2026-07-02 01:09:00,4065.575,4065.7400000000002,4063.48,4064.5600000000004
2026-07-02 01:10:00,4064.49,4067.5550000000003,4064.3150000000005,4066.23
2026-07-02 01:11:00,4066.1900000000005,4068.025,4065.64,4066.95
2026-07-02 01:12:00,4066.9399999999996,4068.015,4066.14,4066.2549999999997
2026-07-02 01:13:00,4066.27,4066.9249999999997,4065.7,4066.5800000000004
2026-07-02 01:14:00,4066.6250000000005,4066.7050000000004,4064.5799999999995,4065.2799999999997
2026-07-02 01:15:00,4065.2099999999996,4065.8900000000003,4061.855,4062.03
2026-07-02 01:16:00,4062.05,4063.72,4062.05,4062.6450000000004
2026-07-02 01:17:00,4062.65,4062.78,4059.865,4060.6949999999997
2026-07-02 01:18:00,4060.66,4061.765,4060.3900000000003,4061.695
2026-07-02 01:19:00,4061.6749999999997,4061.7850000000003,4060.125,4060.8999999999996
2026-07-02 01:20:00,4060.88,4061.2200000000003,4056.945,4057.2400000000002
2026-07-02 01:21:00,4057.2249999999995,4057.67,4054.505,4055.8499999999995
2026-07-02 01:22:00,4055.8050000000003,4055.9250000000006,4054.4449999999997,4055.01
2026-07-02 01:23:00,4055.03,4057.2400000000002,4053.94,4054.5199999999995
