,open,high,low,close
2026-03-06 00:00:00,5086.255,5086.849999999999,5074.295,5080.0
2026-03-06 00:01:00,5080.055,5082.6985,5075.915000000001,5082.345
2026-03-06 00:02:00,5082.41,5086.3785,5081.59,5082.335000000001
2026-03-06 00:03:00,5082.355,5083.945,5081.66,5081.885
2026-03-06 00:04:00,5081.924999999999,5084.325,5081.924999999999,5084.325
2026-03-06 00:05:00,5084.345,5088.325000000001,5083.2035,5088.225
2026-03-06 00:06:00,5088.25,5091.665000000001,5088.25,5091.16
2026-03-06 00:07:00,5091.175,5091.205,5088.0650000000005,5089.6050000000005
2026-03-06 00:08:00,5089.584999999999,5089.804999999999,5088.025000000001,5088.915
2026-03-06 00:09:00,5088.935,5090.8685000000005,5087.65,5090.725
2026-03-06 00:10:00,5090.705,5091.085,5089.26,5089.425
2026-03-06 00:11:00,5089.3550000000005,5089.415,5086.924999999999,5086.924999999999
2026-03-06 00:12:00,5087.0435,5089.325,5087.0435,5088.275000000001
2026-03-06 00:13:00,5088.225,5088.225,5083.705000000001,5084.5650000000005
2026-03-06 00:14:00,5084.585,5090.19,5084.585,5085.264999999999
2026-03-06 00:15:00,5085.245000000001,5085.46,5078.4800000000005,5080.75
2026-03-06 00:16:00,5081.0,5083.514999999999,5079.525,5082.665
2026-03-06 00:17:00,5082.625,5086.17,5082.625,5085.95
2026-03-06 00:18:00,5085.92,5089.375,5085.92,5089.375
2026-03-06 00:19:00,5089.34,5090.6449999999995,5088.9035,5090.6449999999995
2026-03-06 00:20:00,5090.6385,5092.0185,5089.8949999999995,5091.3535
2026-03-06 00:21:00,5091.3685000000005,5091.4400000000005,5089.955000000001,5090.115
2026-03-06 00:22:00,5090.135,5090.785,5088.675,5089.435
2026-03-06 00:23:00,5089.41,5089.9385,5087.345,5089.918500000001
2026-03-06 00:24:00,5089.905000000001,5090.008500000001,5087.82,5087.8550000000005
2026-03-06 00:25:00,5087.895,5089.2035,5087.014999999999,5087.994999999999
2026-03-06 00:26:00,5087.955,5087.955,5086.375,5087.575
2026-03-06 00:27:00,5088.285000000001,5088.7,5087.054999999999,5088.53
2026-03-06 00:28:00,5088.495000000001,5092.475,5088.365000000001,5091.775
2026-03-06 00:29:00,5091.75,5092.145,5090.155,5090.875
2026-03-06 00:30:00,5090.895,5091.915,5089.435,5091.915
2026-03-06 00:31:00,5091.9349999999995,5092.36,5090.34,5091.035
2026-03-06 00:32:00,5091.08,5091.08,5089.31,5090.285
2026-03-06 00:33:00,5090.26,5090.435,5088.035,5088.079999999999
2026-03-06 00:34:00,5087.990000000001,5089.1,5087.84,5088.200000000001
2026-03-06 00:35:00,5088.2300000000005,5088.599999999999,5084.780000000001,5086.29
2026-03-06 00:36:00,5086.33,5086.920000000001,5085.299999999999,5085.44
2026-03-06 00:37:00,5085.48,5086.0,5084.15,5086.0
2026-03-06 00:38:00,5086.08,5087.29,5085.425,5085.460000000001
2026-03-06 00:39:00,5085.509999999999,5085.8099999999995,5083.605,5083.660000000001
2026-03-06 00:40:00,5083.5785000000005,5084.255,5082.76,5083.5599999999995
2026-03-06 00:41:00,5083.580000000001,5083.610000000001,5081.77,5082.15
2026-03-06 00:42:00,5082.264999999999,5083.09,5079.389999999999,5079.389999999999
2026-03-06 00:43:00,5079.43,5079.845,5075.2,5078.07
2026-03-06 00:44:00,5078.14,5083.985,5075.64,5083.799999999999
2026-03-06 00:45:00,5083.78,5085.8,5082.860000000001,5085.635
2026-03-06 00:46:00,5085.91,5088.44,5085.21,5086.490000000001
2026-03-06 00:47:00,5086.459999999999,5086.490000000001,5081.8,5082.37
2026-03-06 00:48:00,5082.3949999999995,5083.1,5081.71,5082.3099999999995
2026-03-06 00:49:00,5082.33,5082.33,5079.775,5080.370000000001
2026-03-06 00:50:00,5080.35,5081.0599999999995,5076.955,5077.339999999999
2026-03-06 00:51:00,5077.410000000001,5080.634999999999,5077.384999999999,5079.5199999999995
2026-03-06 00:52:00,5079.57,5084.79,5079.47,5084.28
2026-03-06 00:53:00,5084.33,5087.23,5083.755,5087.13
2026-03-06 00:54:00,5087.24,5090.099999999999,5084.065,5089.8035
2026-03-06 00:55:00,5089.8150000000005,5089.8235,5085.695,5086.2
2026-03-06 00:56:00,5086.175,5086.175,5082.2285,5084.875
2026-03-06 00:57:00,5084.905,5086.0199999999995,5083.815,5084.885
2026-03-06 00:58:00,5084.91,5086.785000000001,5084.68,5086.780000000001
2026-03-06 00:59:00,5086.759999999999,5086.759999999999,5084.385,5084.745
2026-03-06 01:00:00,5084.014,5085.134999999999,5066.594999999999,5075.584999999999
2026-03-06 01:01:00,5075.53,5079.259999999999,5069.612,5075.165
2026-03-06 01:02:00,5075.205,5077.249999999999,5073.38,5074.32
2026-03-06 01:03:00,5074.280000000001,5079.5635,5073.075,5074.985000000001
2026-03-06 01:04:00,5075.4345,5078.155,5074.665,5075.705
2026-03-06 01:05:00,5075.5650000000005,5080.09,5074.83,5079.505
2026-03-06 01:06:00,5079.525,5082.224999999999,5078.965,5080.353499999999
2026-03-06 01:07:00,5080.3550000000005,5080.91,5076.525000000001,5079.1185
2026-03-06 01:08:00,5079.0535,5080.6635,5077.865,5078.585
2026-03-06 01:09:00,5078.595,5080.545,5078.1135,5079.46
2026-03-06 01:10:00,5079.475,5080.0485,5077.085,5079.575
2026-03-06 01:11:00,5079.545,5079.545,5073.07,5076.74
2026-03-06 01:12:00,5076.5985,5083.225,5076.43,5082.73
2026-03-06 01:13:00,5082.75,5086.425,5076.695,5077.344999999999
2026-03-06 01:14:00,5077.605,5079.035000000001,5076.6,5077.2065
2026-03-06 01:15:00,5077.1965,5079.724999999999,5076.24,5079.094999999999
2026-03-06 01:16:00,5079.075000000001,5079.745,5075.4800000000005,5076.81
2026-03-06 01:17:00,5076.71,5079.875,5075.485000000001,5079.875
2026-03-06 01:18:00,5080.045,5082.3035,5079.9635,5082.1235
2026-03-06 01:19:00,5081.8235,5085.5235,5081.808499999999,5085.035
2026-03-06 01:20:00,5085.055,5087.5599999999995,5084.2685,5087.12
2026-03-06 01:21:00,5087.1449999999995,5089.24,5084.545,5086.960000000001
2026-03-06 01:22:00,5086.995,5086.995,5085.080000000001,5085.139999999999
2026-03-06 01:23:00,5085.200000000001,5085.41,5080.6615,5081.6050000000005
2026-03-06 01:24:00,5081.64,5082.88,5079.515,5080.505
2026-03-06 01:25:00,5080.485000000001,5083.464999999999,5079.8365,5081.6
