,open,high,low,close
2025-11-20 08:00:00,4059.845,4063.21,4059.385,4062.285
2025-11-20 08:01:00,4062.3199999999997,4062.67,4058.2849999999994,4058.4649999999997
2025-11-20 08:02:00,4058.4900000000007,4059.41,4056.5799999999995,4056.6099999999997
2025-11-20 08:03:00,4056.5950000000003,4057.21,4052.83,4053.075
2025-11-20 08:04:00,4053.25,4053.5634999999997,4048.7200000000003,4048.7200000000003
2025-11-20 08:05:00,4048.7700000000004,4054.77,4048.7700000000004,4054.77
2025-11-20 08:06:00,4054.79,4055.1950000000006,4051.8900000000003,4052.6049999999996
2025-11-20 08:07:00,4052.63,4054.5,4051.31,4053.2
2025-11-20 08:08:00,4053.5399999999995,4053.905,4050.56,4051.3999999999996
2025-11-20 08:09:00,4051.38,4052.9849999999997,4049.2599999999998,4050.1400000000003
2025-11-20 08:10:00,4050.1050000000005,4050.9150000000004,4048.8100000000004,4050.2650000000003
2025-11-20 08:11:00,4050.2849999999994,4051.555,4049.4700000000003,4050.3250000000003
2025-11-20 08:12:00,4050.1465,4050.1465,4042.87,4044.69
2025-11-20 08:13:00,4044.7050000000004,4049.5050000000006,4044.7050000000004,4049.445
2025-11-20 08:14:00,4049.4749999999995,4050.3649999999993,4047.2000000000003,4047.2999999999997
2025-11-20 08:15:00,4047.2949999999996,4050.25,4045.845,4050.25
2025-11-20 08:16:00,4050.2750000000005,4050.6649999999995,4047.88,4049.5199999999995
2025-11-20 08:17:00,4049.5350000000003,4049.9300000000003,4046.6,4046.6
2025-11-20 08:18:00,4046.6049999999996,4047.175,4045.51,4046.76
2025-11-20 08:19:00,4046.79,4047.2300000000005,4042.6249999999995,4043.09
2025-11-20 08:20:00,4043.11,4047.13,4041.59,4047.0550000000003
2025-11-20 08:21:00,4047.03,4047.754999999999,4043.5699999999997,4043.6
2025-11-20 08:22:00,4043.8435,4044.4735,4040.2599999999998,4040.3199999999997
2025-11-20 08:23:00,4040.37,4042.19,4038.91,4040.2100000000005
2025-11-20 08:24:00,4040.2450000000003,4045.425,4039.85,4044.8099999999995
2025-11-20 08:25:00,4044.8750000000005,4045.5,4042.2,4044.4149999999995
2025-11-20 08:26:00,4044.3979999999997,4044.3979999999997,4041.36,4041.7100000000005
2025-11-20 08:27:00,4041.6799999999994,4044.6349999999993,4041.5800000000004,4042.8749999999995
2025-11-20 08:28:00,4042.845,4045.12,4042.4750000000004,4044.65
2025-11-20 08:29:00,4044.67,4046.0049999999997,4043.155,4045.98
2025-11-20 08:30:00,4046.0099999999998,4048.1849999999995,4044.0950000000003,4044.47
2025-11-20 08:31:00,4044.4500000000007,4047.9299999999994,4044.0,4047.62
2025-11-20 08:32:00,4047.665,4050.78,4047.665,4050.5849999999996
2025-11-20 08:33:00,4050.6100000000006,4052.6600000000003,4048.1449999999995,4050.794999999999
2025-11-20 08:34:00,4050.82,4053.6585000000005,4050.82,4053.5699999999997
2025-11-20 08:35:00,4053.595,4056.97,4053.5049999999997,4056.4
2025-11-20 08:36:00,4056.365,4058.64,4056.26,4056.87
2025-11-20 08:37:00,4056.9050000000007,4057.025,4053.64,4054.0099999999993
2025-11-20 08:38:00,4054.03,4054.8100000000004,4052.1150000000007,4052.7999999999997
2025-11-20 08:39:00,4052.8350000000005,4054.9900000000002,4052.8199999999997,4053.5299999999997
2025-11-20 08:40:00,4053.51,4054.6800000000003,4051.63,4053.205
2025-11-20 08:41:00,4053.215,4053.64,4050.78,4053.05
2025-11-20 08:42:00,4053.045,4054.2100000000005,4051.1650000000004,4053.23
2025-11-20 08:43:00,4053.08,4053.15,4051.4399999999996,4052.0899999999997
2025-11-20 08:44:00,4052.0700000000006,4054.77,4051.1399999999994,4054.5550000000007
2025-11-20 08:45:00,4054.5834999999997,4054.5985,4051.9949999999994,4053.4099999999994
2025-11-20 08:46:00,4053.3900000000003,4057.17,4052.98,4056.7499999999995
2025-11-20 08:47:00,4056.7300000000005,4059.1300000000006,4055.42,4056.38
2025-11-20 08:48:00,4056.08,4058.9749999999995,4056.08,4057.98
2025-11-20 08:49:00,4058.0,4058.47,4055.63,4055.63
2025-11-20 08:50:00,4055.61,4057.1650000000004,4054.9750000000004,4057.085
2025-11-20 08:51:00,4057.065,4057.2649999999994,4054.58,4055.46
2025-11-20 08:52:00,4055.2800000000007,4055.504999999999,4053.4599999999996,4054.03
2025-11-20 08:53:00,4054.05,4056.5749999999994,4053.1949999999997,4054.83
2025-11-20 08:54:00,4054.825,4058.685,4054.63,4058.045
2025-11-20 08:55:00,4058.0749999999994,4059.4350000000004,4056.14,4059.0784999999996
2025-11-20 08:56:00,4059.0450000000005,4063.1884999999997,4058.1600000000003,4062.8100000000004
2025-11-20 08:57:00,4062.7335000000003,4068.2900000000004,4062.3985,4067.81
2025-11-20 08:58:00,4067.8415,4069.53,4067.3950000000004,4068.9850000000006
2025-11-20 08:59:00,4068.96,4068.96,4063.5800000000004,4063.5800000000004
2025-11-20 09:00:00,4063.5649999999996,4066.0200000000004,4063.1749999999997,4065.71
2025-11-20 09:01:00,4065.76,4069.0799999999995,4065.76,4068.2450000000003
2025-11-20 09:02:00,4068.2299999999996,4071.4334999999996,4068.2299999999996,4071.0499999999997
2025-11-20 09:03:00,4071.1,4071.1785000000004,4067.7049999999995,4067.7850000000008
2025-11-20 09:04:00,4067.81,4069.8750000000005,4067.79,4069.1649999999995
2025-11-20 09:05:00,4069.1249999999995,4069.7400000000002,4067.0215,4068.3300000000004
2025-11-20 09:06:00,4068.3399999999997,4069.57,4065.8249999999994,4066.8599999999997
2025-11-20 09:07:00,4066.99,4069.7400000000002,4065.0999999999995,4068.77
