,open,high,low,close
2025-12-16 00:00:00,4304.355,4306.0650000000005,4303.958500000001,4305.215
2025-12-16 00:01:00,4305.2,4306.0,4304.278499999999,4304.278499999999
2025-12-16 00:02:00,4304.2685,4305.05,4303.5735,4304.7785
2025-12-16 00:03:00,4304.8035,4305.2235,4303.963500000001,4304.47
2025-12-16 00:04:00,4304.505,4304.625,4302.9735,4303.2935
2025-12-16 00:05:00,4303.2585,4305.775,4303.208500000001,4305.775
2025-12-16 00:06:00,4305.825,4306.025,4305.275000000001,4305.495000000001
2025-12-16 00:07:00,4305.48,4306.92,4305.215,4306.81
2025-12-16 00:08:00,4306.84,4307.37,4306.04,4306.495
2025-12-16 00:09:00,4306.255,4308.015,4306.06,4307.905
2025-12-16 00:10:00,4307.885,4308.815,4307.655,4308.63
2025-12-16 00:11:00,4308.594999999999,4308.594999999999,4307.475,4307.79
2025-12-16 00:12:00,4307.83,4308.215,4307.215,4308.095
2025-12-16 00:13:00,4308.2,4309.24,4308.2,4308.99
2025-12-16 00:14:00,4309.015,4309.055,4307.4349999999995,4307.505
2025-12-16 00:15:00,4307.595,4307.595,4305.745,4306.1900000000005
2025-12-16 00:16:00,4306.28,4306.495,4305.37,4305.61
2025-12-16 00:17:00,4305.585,4306.425,4304.62,4306.425
2025-12-16 00:18:00,4306.405,4306.49,4304.875,4305.594999999999
2025-12-16 00:19:00,4305.565,4305.7119999999995,4305.165,4305.445000000001
2025-12-16 00:20:00,4305.415,4306.43,4305.395,4306.3
2025-12-16 00:21:00,4306.32,4307.165,4305.5599999999995,4306.879999999999
2025-12-16 00:22:00,4306.874999999999,4307.63,4306.61,4307.224999999999
2025-12-16 00:23:00,4307.250000000001,4307.345,4305.8785,4306.4835
2025-12-16 00:24:00,4306.4385,4306.8,4305.8615,4306.6535
2025-12-16 00:25:00,4306.725,4307.2065,4306.04,4306.2985
2025-12-16 00:26:00,4306.3285,4308.39,4306.264999999999,4308.2435000000005
2025-12-16 00:27:00,4308.2235,4309.165,4308.0785,4308.903499999999
2025-12-16 00:28:00,4308.9235,4309.155,4307.91,4308.7185
2025-12-16 00:29:00,4308.708500000001,4310.1585,4308.588500000001,4309.7185
2025-12-16 00:30:00,4309.805,4310.1385,4309.373500000001,4310.06
2025-12-16 00:31:00,4310.023499999999,4310.023499999999,4308.804999999999,4308.804999999999
2025-12-16 00:32:00,4308.825,4310.165,4308.825,4309.0199999999995
2025-12-16 00:33:00,4308.95,4309.425,4307.905000000001,4309.26
2025-12-16 00:34:00,4309.304999999999,4310.0335000000005,4309.0199999999995,4310.0335000000005
2025-12-16 00:35:00,4310.0485,4310.6465,4309.3485,4310.108499999999
2025-12-16 00:36:00,4310.0335000000005,4310.5734999999995,4309.7085,4310.5435
2025-12-16 00:37:00,4310.5385,4312.3550000000005,4310.5385,4312.24
2025-12-16 00:38:00,4312.21,4313.344999999999,4311.645,4312.8135
2025-12-16 00:39:00,4312.895,4313.185,4311.799999999999,4312.235
2025-12-16 00:40:00,4312.215,4312.54,4311.24,4312.47
2025-12-16 00:41:00,4312.38,4312.78,4312.09,4312.18
2025-12-16 00:42:00,4312.22,4312.735000000001,4311.465,4311.705
2025-12-16 00:43:00,4311.7699999999995,4312.365,4311.650000000001,4312.26
2025-12-16 00:44:00,4312.245,4312.38,4311.844999999999,4311.844999999999
2025-12-16 00:45:00,4311.945,4311.9884999999995,4311.34,4311.485000000001
2025-12-16 00:46:00,4311.5635,4312.09,4310.5199999999995,4311.945
2025-12-16 00:47:00,4311.905,4312.065,4311.369999999999,4311.58
2025-12-16 00:48:00,4311.6050000000005,4311.73,4310.925,4311.014999999999
2025-12-16 00:49:00,4311.035,4311.115,4309.455,4309.7300000000005
2025-12-16 00:50:00,4309.635,4310.285000000001,4309.3949999999995,4310.214999999999
2025-12-16 00:51:00,4310.275,4310.275,4309.315,4309.415
2025-12-16 00:52:00,4309.445,4309.465,4308.43,4308.65
2025-12-16 00:53:00,4308.695,4308.96,4308.289999999999,4308.469999999999
2025-12-16 00:54:00,4308.504999999999,4309.8,4307.675,4309.51
2025-12-16 00:55:00,4309.525,4309.88,4308.790000000001,4308.790000000001
2025-12-16 00:56:00,4308.82,4308.87,4307.290000000001,4308.334999999999
2025-12-16 00:57:00,4308.225,4308.41,4306.61,4306.68
2025-12-16 00:58:00,4306.705,4306.71,4305.82,4306.25
2025-12-16 00:59:00,4306.225,4307.974999999999,4306.12,4307.96
2025-12-16 01:00:00,4308.2535,4308.5599999999995,4304.95,4305.02
2025-12-16 01:01:00,4305.015,4307.174999999999,4303.805,4306.900000000001
2025-12-16 01:02:00,4306.915,4306.9400000000005,4304.080000000001,4305.12
2025-12-16 01:03:00,4305.0650000000005,4305.79,4304.009999999999,4304.72
2025-12-16 01:04:00,4304.75,4304.7699999999995,4302.85,4303.165
2025-12-16 01:05:00,4303.06,4304.21,4302.07,4302.44
2025-12-16 01:06:00,4302.469999999999,4303.08,4299.84,4301.17
2025-12-16 01:07:00,4301.125,4301.95,4299.224999999999,4300.924999999999
2025-12-16 01:08:00,4300.870000000001,4303.6985,4300.75,4303.615000000001
2025-12-16 01:09:00,4303.595,4304.87,4303.57,4304.7699999999995
2025-12-16 01:10:00,4304.73,4305.249999999999,4303.839999999999,4304.43
2025-12-16 01:11:00,4304.485,4304.9,4303.43,4304.19
2025-12-16 01:12:00,4304.15,4305.875,4303.3965,4305.875
2025-12-16 01:13:00,4305.865,4306.08,4304.515,4305.469999999999
2025-12-16 01:14:00,4305.485000000001,4305.599999999999,4303.665,4304.175
2025-12-16 01:15:00,4304.115,4305.5599999999995,4303.965,4305.09
2025-12-16 01:16:00,4305.18,4307.165,4305.09,4306.85
2025-12-16 01:17:00,4306.81,4307.62,4306.255,4307.255
2025-12-16 01:18:00,4307.219999999999,4308.265,4305.97,4306.17
2025-12-16 01:19:00,4305.974999999999,4306.535,4305.615,4306.365
2025-12-16 01:20:00,4306.3,4307.93,4305.615,4307.445
2025-12-16 01:21:00,4307.405,4308.639999999999,4306.3099999999995,4308.545
2025-12-16 01:22:00,4308.37,4308.37,4306.6,4306.845
2025-12-16 01:23:00,4306.885,4307.514999999999,4305.945,4307.125000000001
